; Bank 0 - World Map Tiles
; obj_domain, min_value, max_value, bmp_width, bmp_height, generator type, end type, is_4bytes, obj_descript | enemy_handle_x enemy_handle_y, enemy_handle_x2, <obj_design[]>
0, 0x00, 0x00, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, White Mario Finished Stage, <$00>
2, 0xB0, 0xBF, 1, 1, HORIZONTAL        , UNIFORM         , 4byte, Blue X-Blocks, <$F0>
2, 0xC0, 0xCF, 1, 2, HORIZONTAL        , UNIFORM         , 4byte, Weird Quicksand (doesn't act like it), <$C0, $C0>
2, 0xD0, 0xDF, 1, 2, HORIZONTAL        , UNIFORM         , 4byte, Normal Quicksand, <$C0, $C0>
2, 0xE0, 0xEF, 1, 1, HORIZONTAL        , UNIFORM         , 3byte, White Turtle Bricks, <$32>
2, 0xF0, 0xFF, 2, 3, VERTICAL          , TWO_ENDS        , 3byte, Double-Ended VERTICAL          Pipe, <$AD, $AE, $BA, $BB, $AD, $AE>
; obj_domain, min_value, max_value, bmp_width, bmp_height, generator type, end type, is_4bytes, obj_descript | enemy_handle_x enemy_handle_y, enemy_handle_x2, <obj_design[]>
3, 0x00, 0x00, 8, 6, SINGLE_BLOCK      , UNIFORM         , 3byte, Underground Tunnel A, <$35, $02, $02, $02, $33, $26, $26, $26, $AA, $80, $80, $80, $A8, $AB, $AB, $AB, $AA, $80, $80, $80, $A8, $AB, $AB, $AB, $AA, $80, $80, $80, $A0, $AB, $AB, $AB, $AB, $9B, $80, $80, $80, $A0, $AB, $AB, $AB, $AB, $9B, $80, $80, $80, $A0, $AB>
3, 0x01, 0x01, 8, 6, SINGLE_BLOCK      , UNIFORM         , 3byte, Underground Tunnel B, <$26, $26, $26, $35, $02, $02, $02, $33, $AB, $AB, $AB, $AA, $80, $80, $80, $A8, $AB, $AB, $AB, $AA, $80, $80, $80, $A8, $AB, $AB, $AB, $A1, $80, $80, $80, $A8, $AB, $AB, $A1, $80, $80, $80, $99, $AB, $AB, $A1, $80, $80, $80, $99, $AB, $AB>
3, 0x02, 0x02, 6, 6, SINGLE_BLOCK      , UNIFORM         , 3byte, 45 Degree Diagonal Hill Strip A, <$80, $80, $80, $99, $AB, $A1, $80, $80, $99, $AB, $A1, $80, $80, $99, $AB, $A1, $80, $80, $99, $AB, $A1, $80, $80, $80, $AB, $A1, $80, $80, $80, $80, $A1, $80, $80, $80, $80, $80>
3, 0x03, 0x03, 6, 6, SINGLE_BLOCK      , UNIFORM         , 3byte, 45 Degree Diagonal Hill Strip B, <$A0, $AB, $9B, $80, $80, $80, $80, $A0, $AB, $9B, $80, $80, $80, $80, $A0, $AB, $9B, $80, $80, $80, $80, $A0, $AB, $9B, $80, $80, $80, $80, $A0, $AB, $80, $80, $80, $80, $80, $A0>
3, 0x04, 0x04, 8, 6, SINGLE_BLOCK      , UNIFORM         , 3byte, Horizontal Hill Strip, <$80, $80, $80, $80, $80, $80, $80, $80, $80, $80, $80, $80, $80, $80, $80, $80, $9A, $9A, $9A, $9A, $9A, $9A, $9A, $9A, $A6, $A6, $A6, $A6, $A6, $A6, $A6, $A6, $80, $80, $80, $80, $80, $80, $80, $80, $80, $80, $80, $80, $80, $80, $80, $80>
3, 0x05, 0x05, 2, 6, SINGLE_BLOCK      , UNIFORM         , 3byte, 1 Hill Strip, <$A8, $BF, $A8, $BF, $A8, $BF, $A8, $BF, $A8, $BF, $A8, $BF>
3, 0x06, 0x06, 8, 6, SINGLE_BLOCK      , UNIFORM         , 3byte, 30 Degree Diagonal Hill Strip A, <$80, $80, $80, $80, $80, $80, $9C, $9D, $80, $80, $80, $80, $9C, $9D, $AB, $AB, $80, $80, $9C, $9D, $AB, $AB, $A4, $A5, $9C, $9D, $AB, $AB, $A4, $A5, $80, $80, $AB, $AB, $A4, $A5, $80, $80, $80, $80, $A4, $A5, $80, $80, $80, $80, $80, $80>
3, 0x07, 0x07, 8, 6, SINGLE_BLOCK      , UNIFORM         , 3byte, 30 Degree Diagonal Hill Strip B, <$9E, $9F, $80, $80, $80, $80, $80, $80, $AB, $AB, $9E, $9F, $80, $80, $80, $80, $A2, $A3, $AB, $AB, $9E, $9F, $80, $80, $80, $80, $A2, $A3, $AB, $AB, $9E, $9F, $80, $80, $80, $80, $A2, $A3, $AB, $AB, $80, $80, $80, $80, $80, $80, $A2, $A3>
3, 0x08, 0x08, 8, 3, SINGLE_BLOCK      , UNIFORM         , 3byte, Triangular Hill Object A, <$A7, $9A, $9A, $9A, $9A, $9A, $9A, $A9, $A2, $A3, $AB, $AB, $AB, $AB, $A4, $A5, $80, $80, $A2, $A3, $A4, $A5, $80, $80>
3, 0x09, 0x09, 8, 6, SINGLE_BLOCK      , UNIFORM         , 3byte, Triangular Hill Object B, <$80, $80, $80, $80, $80, $80, $80, $80, $80, $80, $80, $80, $80, $80, $80, $80, $80, $80, $80, $80, $80, $80, $80, $80, $80, $80, $9C, $9D, $9E, $9F, $80, $80, $9C, $9D, $AB, $AB, $AB, $AB, $9E, $9F, $AC, $A6, $A6, $A6, $A6, $A6, $A6, $BF>
3, 0x0A, 0x0A, 8, 6, SINGLE_BLOCK      , UNIFORM         , 3byte, Steps A, <$80, $80, $80, $80, $80, $80, $A7, $9A, $80, $80, $80, $80, $80, $A7, $AB, $AB, $80, $80, $80, $80, $A7, $AB, $AB, $AB, $80, $80, $80, $A7, $AB, $AB, $AB, $AB, $80, $80, $A7, $AB, $AB, $AB, $AB, $AB, $80, $A7, $AB, $AB, $AB, $AB, $AB, $AB>
3, 0x0B, 0x0B, 8, 6, SINGLE_BLOCK      , UNIFORM         , 3byte, Steps B, <$E3, $E3, $80, $80, $80, $80, $80, $80, $AB, $AB, $F7, $80, $80, $80, $80, $80, $AB, $AB, $AB, $F7, $80, $80, $80, $80, $AB, $AB, $AB, $AB, $F7, $80, $80, $80, $AB, $AB, $AB, $AB, $AB, $F7, $80, $80, $AB, $AB, $AB, $AB, $AB, $AB, $F7, $80>
3, 0x0C, 0x0C, 8, 6, SINGLE_BLOCK      , UNIFORM         , 3byte, Square Hill Object, <$80, $80, $80, $80, $80, $80, $80, $80, $80, $80, $80, $80, $80, $80, $80, $80, $80, $80, $80, $A7, $A9, $80, $80, $80, $80, $80, $80, $AC, $BF, $80, $80, $80, $80, $80, $80, $80, $80, $80, $80, $80, $80, $80, $80, $80, $80, $80, $80, $80>
3, 0x0D, 0x0D, 8, 6, SINGLE_BLOCK      , UNIFORM         , 3byte, Flat Land & Water Pits, <$80, $80, $80, $80, $80, $80, $80, $80, $80, $80, $80, $80, $80, $80, $80, $80, $80, $80, $80, $80, $80, $80, $80, $80, $F7, $C2, $F5, $E3, $F7, $C2, $F5, $E3, $F8, $C3, $F6, $AB, $F8, $C3, $F6, $AB, $AB, $E3, $AB, $AB, $AB, $E3, $AB, $AB>
3, 0x0E, 0x0E, 8, 6, SINGLE_BLOCK      , UNIFORM         , 3byte, 30-Degree Hill & Water Pits A, <$C1, $C1, $C1, $C1, $C1, $C1, $A7, $9A, $C1, $C1, $9C, $9D, $F7, $C2, $F6, $F9, $C1, $C1, $A8, $F9, $F8, $C3, $F6, $F9, $F7, $C2, $F6, $F9, $F9, $E3, $F9, $F9, $F8, $C3, $F6, $F9, $F9, $F9, $F9, $F9, $F9, $E3, $F9, $F9, $F9, $F9, $F9, $F9>
3, 0x0F, 0x0F, 8, 6, SINGLE_BLOCK      , UNIFORM         , 3byte, 30-Degree Hill & Water Pits B, <$A9, $80, $80, $80, $80, $80, $80, $80, $F8, $C2, $F5, $9E, $9F, $80, $80, $80, $F8, $C3, $F6, $F9, $F8, $80, $80, $80, $F9, $E3, $F9, $F9, $F8, $C2, $F5, $9A, $F9, $F9, $F9, $F9, $F8, $C3, $F6, $F9, $F9, $F9, $F9, $F9, $F9, $E3, $F9, $F9>
3, 0x10, 0x1F, 3, 1, DIAG_DOWN_RIGHT   , TOP_OR_LEFT     , 3byte, 30 Degree Underground Hill - Down/Right, <$37, $2A, $2B>
3, 0x20, 0x2F, 3, 1, DIAG_DOWN_LEFT    , TOP_OR_LEFT     , 3byte, 30 Degree Underground Hill - Down/Left, <$28, $29, $37>
3, 0x30, 0x3F, 3, 1, DIAG_DOWN_RIGHT   , BOTTOM_OR_RIGHT , 3byte, Weird 30-Degree Hill, <$02, $02, $37>
3, 0x40, 0x4F, 3, 1, DIAG_WEIRD        , TOP_OR_LEFT     , 3byte, Weird 30-Degree Hill, <$37, $02, $02>
3, 0x50, 0x5F, 3, 1, DIAG_DOWN_RIGHT   , TOP_OR_LEFT     , 3byte, 30 Degree Hill - Down/Right, <$AB, $9E, $9F>
3, 0x60, 0x6F, 3, 1, DIAG_DOWN_LEFT    , TOP_OR_LEFT     , 3byte, 30 Degree Hill - Down/Left, <$9C, $9D, $AB>
3, 0x70, 0x7F, 3, 1, DIAG_DOWN_RIGHT   , BOTTOM_OR_RIGHT , 3byte, 30 Degree Hill - Up/Left, <$A2, $A3, $AB>
3, 0x80, 0x8F, 3, 1, DIAG_WEIRD        , TOP_OR_LEFT     , 3byte, 30 Degree Hill - Up/Right, <$AB, $A4, $A5>
3, 0x90, 0x9F, 3, 1, DIAG_DOWN_RIGHT   , TOP_OR_LEFT     , 3byte, 30 Degree Underwater Hill - Down/Right, <$AB, $9E, $9F>
3, 0xA0, 0xAF, 3, 1, DIAG_DOWN_LEFT    , TOP_OR_LEFT     , 3byte, 30 Degree Underwater Hill - Down/Left, <$9C, $9D, $AB>
3, 0xB0, 0xBF, 3, 1, DIAG_DOWN_RIGHT   , BOTTOM_OR_RIGHT , 3byte, 30 Degree Underwater Hill - Up/Left, <$EB, $EC, $AB>
3, 0xC0, 0xCF, 3, 1, DIAG_WEIRD        , TOP_OR_LEFT     , 3byte, 30 Degree Underwater Hill - Up/Right, <$AB, $ED, $EE>
3, 0xD0, 0xDF, 1, 1, VERTICAL          , UNIFORM         , 3byte, Underground Wall - Right Side, <$36>
3, 0xE0, 0xEF, 1, 1, VERTICAL          , UNIFORM         , 3byte, Hilly Wall - Right Side, <$AA>
3, 0xF0, 0xFF, 1, 1, VERTICAL          , UNIFORM         , 3byte, Dark Underground Wall - Right Side, <$AA>
; obj_domain, min_value, max_value, bmp_width, bmp_height, generator type, end type, is_4bytes, obj_descript | enemy_handle_x enemy_handle_y, enemy_handle_x2, <obj_design[]>
4, 0x00, 0x00, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, Small Background Cloud, <$0C>
4, 0x01, 0x01, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, Weird, <$94>
4, 0x02, 0x02, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, Weird, <$94>
4, 0x03, 0x03, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
4, 0x04, 0x04, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, Weird, <$94>
4, 0x05, 0x05, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
4, 0x06, 0x06, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
4, 0x07, 0x07, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
4, 0x08, 0x08, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
4, 0x09, 0x09, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
4, 0x0A, 0x0A, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
4, 0x0B, 0x0B, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
4, 0x0C, 0x0C, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
4, 0x0D, 0x0D, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
4, 0x0E, 0x0E, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
4, 0x0F, 0x0F, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
4, 0x10, 0x1F, 1, 1, HORIZONTAL        , UNIFORM         , 4byte, Gap, <$02>
4, 0x20, 0x2F, 1, 1, HORIZONTAL        , UNIFORM         , 4byte, Gap with Black Stars (Underground levels only), <$80>
4, 0x30, 0x3F, 1, 2, HORIZONTAL        , UNIFORM         , 4byte, Water, <$C2, $C3>
4, 0x40, 0x4F, 1, 1, HORIZONTAL        , UNIFORM         , 4byte, Underground Wall, <$37>
4, 0x50, 0x5F, 1, 1, HORIZONTAL        , UNIFORM         , 4byte, Hilly Wall, <$AB>
4, 0x60, 0x6F, 1, 1, HORIZONTAL        , UNIFORM         , 4byte, Dark Underground Wall, <$AB>
4, 0x70, 0x7F, 1, 2, HORIZONTAL        , UNIFORM         , 4byte, Flat Land - Underground, <$26, $37>
4, 0x80, 0x8F, 1, 2, HORIZONTAL        , UNIFORM         , 4byte, Flat Land - Hilly, <$9A, $AB>
4, 0x90, 0x9F, 1, 2, HORIZONTAL        , UNIFORM         , 4byte, Flat Land - Underwater, <$E3, $F9>
4, 0xA0, 0xAF, 1, 1, HORIZONTAL        , UNIFORM         , 4byte, Weird Black Wall, <$94>
4, 0xB0, 0xBF, 1, 2, HORIZONTAL_2      , UNIFORM         , 4byte, Ceiling, <$AB, $A6>
4, 0xC0, 0xCF, 1, 2, HORIZONTAL_2      , UNIFORM         , 4byte, Underwater Ceiling, <$F9, $F4>
4, 0xD0, 0xDF, 3, 1, HORIZONTAL        , TWO_ENDS        , 3byte, Small Background Hills, <$81, $82, $83>
4, 0xE0, 0xEF, 2, 2, VERTICAL          , BOTTOM_OR_RIGHT , 3byte, Upward Pipe to End of Level, <$BA, $BB, $AD, $BE>
4, 0xF0, 0xFF, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, Weird, <$94>
; obj_domain, min_value, max_value, bmp_width, bmp_height, generator type, end type, is_4bytes, obj_descript | enemy_handle_x enemy_handle_y, enemy_handle_x2, <obj_design[]>
5, 0x00, 0x00, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
5, 0x01, 0x01, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
5, 0x02, 0x02, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
5, 0x03, 0x03, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
5, 0x04, 0x04, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
5, 0x05, 0x05, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
5, 0x06, 0x06, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
5, 0x07, 0x07, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
5, 0x08, 0x08, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
5, 0x09, 0x09, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
5, 0x0A, 0x0A, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
5, 0x0B, 0x0B, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
5, 0x0C, 0x0C, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
5, 0x0D, 0x0D, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
5, 0x0E, 0x0E, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
5, 0x0F, 0x0F, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
5, 0x10, 0x1F, 1, 1, HORIZONTAL        , UNIFORM         , 3byte, Background like at bottom of hilly level, <$A6>
5, 0x20, 0x2F, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
5, 0x30, 0x3F, 3, 2, HORIZONTAL        , TWO_ENDS        , 3byte, Background Clouds, <$1F, $20, $21, $09, $0A, $0B>
5, 0x40, 0x4F, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
5, 0x50, 0x5F, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, Hilly Wall - 50=right;; 51=left (SMAS only), <$A5>
5, 0x60, 0x6F, 3, 2, HORIZONTAL        , TWO_ENDS        , 4byte, Flat Ground with green on top (SMAS only), <$A4, $A4, $A4, $99, $99, $99>
5, 0x70, 0x7F, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
5, 0x80, 0x8F, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
5, 0x90, 0x9F, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
5, 0xA0, 0xAF, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
5, 0xB0, 0xBF, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
5, 0xC0, 0xCF, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
5, 0xD0, 0xDF, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
5, 0xE0, 0xEF, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
5, 0xF0, 0xFF, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
; obj_domain, min_value, max_value, bmp_width, bmp_height, generator type, end type, is_4bytes, obj_descript | enemy_handle_x enemy_handle_y, enemy_handle_x2, <obj_design[]>
6, 0x00, 0x00, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
6, 0x01, 0x01, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
6, 0x02, 0x02, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
6, 0x03, 0x03, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
6, 0x04, 0x04, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
6, 0x05, 0x05, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
6, 0x06, 0x06, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
6, 0x07, 0x07, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
6, 0x08, 0x08, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
6, 0x09, 0x09, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
6, 0x0A, 0x0A, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
6, 0x0B, 0x0B, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
6, 0x0C, 0x0C, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
6, 0x0D, 0x0D, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
6, 0x0E, 0x0E, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
6, 0x0F, 0x0F, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
6, 0x10, 0x1F, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
6, 0x20, 0x2F, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
6, 0x30, 0x3F, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
6, 0x40, 0x4F, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
6, 0x50, 0x5F, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
6, 0x60, 0x6F, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
6, 0x70, 0x7F, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
6, 0x80, 0x8F, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
6, 0x90, 0x9F, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
6, 0xA0, 0xAF, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
6, 0xB0, 0xBF, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
6, 0xC0, 0xCF, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
6, 0xD0, 0xDF, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
6, 0xE0, 0xEF, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
6, 0xF0, 0xFF, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_CRASH, <$91>
; obj_domain, min_value, max_value, bmp_width, bmp_height, generator type, end type, is_4bytes, obj_descript | enemy_handle_x enemy_handle_y, enemy_handle_x2, <obj_design[]>
7, 0x00, 0x00, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_POINTER, <$96>
7, 0x01, 0x01, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_POINTER, <$96>
7, 0x02, 0x02, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_POINTER, <$96>
7, 0x03, 0x03, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_POINTER, <$96>
7, 0x04, 0x04, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_POINTER, <$96>
7, 0x05, 0x05, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_POINTER, <$96>
7, 0x06, 0x06, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_POINTER, <$96>
7, 0x07, 0x07, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_POINTER, <$96>
7, 0x08, 0x08, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_POINTER, <$96>
7, 0x09, 0x09, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_POINTER, <$96>
7, 0x0A, 0x0A, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_POINTER, <$96>
7, 0x0B, 0x0B, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_POINTER, <$96>
7, 0x0C, 0x0C, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_POINTER, <$96>
7, 0x0D, 0x0D, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_POINTER, <$96>
7, 0x0E, 0x0E, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_POINTER, <$96>
7, 0x0F, 0x0F, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_POINTER, <$96>
7, 0x10, 0x1F, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_POINTER, <$96>
7, 0x20, 0x2F, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_POINTER, <$96>
7, 0x30, 0x3F, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_POINTER, <$96>
7, 0x40, 0x4F, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_POINTER, <$96>
7, 0x50, 0x5F, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_POINTER, <$96>
7, 0x60, 0x6F, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_POINTER, <$96>
7, 0x70, 0x7F, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_POINTER, <$96>
7, 0x80, 0x8F, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_POINTER, <$96>
7, 0x90, 0x9F, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_POINTER, <$96>
7, 0xA0, 0xAF, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_POINTER, <$96>
7, 0xB0, 0xBF, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_POINTER, <$96>
7, 0xC0, 0xCF, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_POINTER, <$96>
7, 0xD0, 0xDF, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_POINTER, <$96>
7, 0xE0, 0xEF, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_POINTER, <$96>
7, 0xF0, 0xFF, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_POINTER, <$96>

; Bank 15 - Spade Bonus Object Set (Copy of Plains Object Set)
; obj_domain, min_value, max_value, bmp_width, bmp_height, generator type, end type, is_4bytes, obj_descript | enemy_handle_x enemy_handle_y, enemy_handle_x2, <obj_design[]>
0, 0x00, 0x00, 5, 4, SINGLE_BLOCK      , UNIFORM         , 3byte, Background Hills A, <$80, $90, $91, $80, $80, $90, $93, $95, $90, $91, $94, $92, $93, $98, $95, $94, $98, $98, $98, $95>
0, 0x01, 0x01, 4, 3, SINGLE_BLOCK      , UNIFORM         , 3byte, Background Hills B, <$80, $90, $91, $80, $80, $94, $92, $91, $90, $93, $98, $95>
0, 0x02, 0x02, 6, 8, SINGLE_BLOCK      , UNIFORM         , 3byte, Background Hills C, <$80, $80, $90, $91, $80, $80, $80, $80, $94, $92, $91, $80, $80, $80, $94, $98, $95, $80, $80, $90, $93, $98, $95, $80, $90, $93, $98, $98, $95, $80, $94, $98, $98, $98, $95, $80, $94, $98, $98, $98, $92, $91, $94, $98, $98, $98, $98, $95>
0, 0x03, 0x03, 3, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, White Mushrooms;; Flowers and Stars, <$10, $11, $12>
0, 0x04, 0x04, 1, 2, SINGLE_BLOCK      , UNIFORM         , 3byte, Door (CAN go in), <$43, $43>
0, 0x05, 0x05, 1, 2, SINGLE_BLOCK      , UNIFORM         , 3byte, Door (CAN'T go in), <$42, $42>
0, 0x06, 0x06, 1, 1, HORIZ_TO_GROUND   , UNIFORM         , 3byte, Vine extending downwards, <$85>
0, 0x07, 0x07, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, Small Background Cloud, <$06>
0, 0x08, 0x08, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_NOTHING, <$02>
0, 0x09, 0x09, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_NOTHING, <$02>
0, 0x0A, 0x0A, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_NOTHING, <$02>
0, 0x0B, 0x0B, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_NOTHING, <$02>
0, 0x0C, 0x0C, 1, 1, SINGLE_BLOCK      , UNIFORM         , 3byte, MSG_NOTHING, <$02>
